Filename,Href
en~PN-03R~2007-11-26.txt,http://www.tbs-sct.gc.ca/pubs_pol/dcgpubs/contracting/contractingpol_e.asp
en~PN-03R~2007-11-26.txt,https://buyandsell.gc.ca/policy-and-guidelines/supply-manual/section/6d-481
en~PN-03R~2007-11-26.txt,https://buyandsell.gc.ca/policy-and-guidelines/supply-manual/section/6a-006
en~PN-03R~2007-11-26.txt,https://buyandsell.gc.ca/policy-and-guidelines/supply-manual/section/6d-481
en~PN-05~1996-04-03.txt,http://www.inac.gc.ca
en~PN-100~2010-11-08.txt,mailto:susan.blakeney@tpsgc-pwgsc.gc.ca
en~PN-102~2010-12-20.txt,http://www.tpsgc-pwgsc.gc.ca/app-acq/arp-pns/ap102-pn102-eng.html#anna
en~PN-102~2010-12-20.txt,mailto:heather.bartlett@tpsgc-pwgsc.gc.ca
en~PN-103~2013-03-21.txt,mailto:dppapublications.appdpublications@tpsgc-pwgsc.gc.ca
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-15
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-22
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-22
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-22
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-22
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-70
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-103~2013-03-21.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,http://tpsgc-pwgsc5.sondages-surveys.ca/s/base-basic/
en~PN-104~2011-10-04.txt,http://tpsgc-pwgsc5.sondages-surveys.ca/s/normalise-standard/
en~PN-104~2011-10-04.txt,http://tpsgc-pwgsc5.sondages-surveys.ca/s/base-basic/
en~PN-104~2011-10-04.txt,http://tpsgc-pwgsc5.sondages-surveys.ca/s/normalise-standard/
en~PN-104~2011-10-04.txt,https://buyandsell.gc.ca/policy-and-guidelines/standard-acquisition-clauses-and-conditions-manual/standard-procurement-templates
en~PN-104~2011-10-04.txt,mailto:Modernizingtogether.modernisonsensemble@tpsgc-pwgsc.gc.ca
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-30
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-30
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-30
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-30
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-60
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-70
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-75
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2-annexes#_2-1
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-5
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-5
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-15
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-40
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-45
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-60
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-95
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-110
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-195
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-4#_4-10
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-4#_4-10
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-4#_4-10
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-4#_4-15
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-4#_4-100
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-5#_5-45
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-5#_5-45
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-20
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-8#_8-70
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-8#_8-70
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-8#_8-70
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-8-annexes#_8-1
en~PN-104~2011-10-04.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/glossary
en~PN-105R1~2014-09-02.txt,http://intranet.tpsgc-pwgsc.gc.ca/app-acq/text/ca-pc/risque-risk-eng.html
en~PN-105R1~2014-09-02.txt,https://buyandsell.gc.ca/policy-and-guidelines/Supply-Manual/Supply-Manual-Synopsis
en~PN-105R1~2014-09-02.txt,mailto:Modernizingtogether.modernisonsensemble@tpsgc-pwgsc.gc.ca
en~PN-105R1~2014-09-02.txt,mailto:jo-anne.carriere@tpsgc-pwgsc.gc.ca
en~PN-105R1~2014-09-02.txt,mailto:susan.blakeney@tpsgc-pwgsc.gc.ca
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-1
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-26
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-30
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-30
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2-annexes#_2-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2-annexes#_2-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-1
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-15
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-60
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-90
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-3#_3-110
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-4#_4-15
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-4#_4-100
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-5#_5-35
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-5#_5-45
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-10
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-10
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-10
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-20
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-20
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-30
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-30
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-30
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-1
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-2
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-3
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-8#_8-70
en~PN-105R1~2014-09-02.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/glossary
en~PN-105~2012-04-05.txt,mailto:susan.blakeney@tpsgc-pwgsc.gc.ca
en~PN-105~2012-04-05.txt,mailto:Modernizingtogether.modernisonsensemble@pwgsc-tpsgc.gc.ca
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-5
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-10
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-10
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-10
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-10
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-20
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-20
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-25
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-30
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-30
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6#_6-30
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-2#_2-75
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-1
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-2
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-3
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-105~2012-04-05.txt,https://canadabuys.canada.ca/en/how-procurement-works/policies-and-guidelines/supply-manual/chapter-6-annexes#_6-4
en~PN-106R1~2022-05-02.txt,https://www.tpsgc-pwgsc.gc.ca/esc-src/documents/186.pdf
en~PN-106R1~2022-05-02.txt,http://publiservice-app.pwgsc.gc.ca/forms/pdf/471-E.pdf
en~PN-106R1~2022-05-02.txt,mailto:tpsgc.ssiinscription-issregistration.pwgsc@tpsgc-pwgsc.gc.ca
en~PN-106R1~2022-05-02.txt,http://publiservice-app.pwgsc.gc.ca/forms/pdf/470.pdf
en~PN-106R1~2022-05-02.txt,https://www.tbs-sct.gc.ca/tbsf-fsct/350-103-nf.pdf
en~PN-106R1~2022-05-02.txt,http://publiservice-app.pwgsc.gc.ca/forms/pdf/471-E.pdf
en~PN-106R1~2022-05-02.txt,mailto:tpsgc.ssiinscription-issregistration.pwgsc@tpsgc-pwgsc.gc.ca
en~PN-106R1~2022-05-02.txt,https://www.tpsgc-pwgsc.gc.ca/esc-src/msc-csm/index-eng.html
en~PN-106R1~2022-05-02.txt,https://www.gcpedia.gc.ca/wiki/Standard_Procurement_Templates#Standard_Procurement_Templates
en~PN-106R1~2022-05-02.txt,https://gcdocs.gc.ca/tpsgc-pwgsc/llisapi.dll/link/366720227
en~PN-106R1~2022-05-02.txt,https://www.tpsgc-pwgsc.gc.ca/esc-src/ccapsc-ccsc-eng.html
en~PN-106R1~2022-05-02.txt,mailto:tpsgc.paspspublications-apspspublications.pwgsc@tpsgc-pwgsc.gc.ca
en~PN-106R1~2022-05-02.txt,mailto:tpsgc.outilsdapprovisionnement-procurementtools.pwgsc@tpsgc-pwgsc.gc.ca
